count,date
68,2015-07-23 00:00:00
96,2015-07-24 00:00:00
52,2015-07-25 00:00:00
52,2015-07-26 00:00:00
101,2015-07-27 00:00:00
88,2015-07-28 00:00:00
87,2015-07-29 00:00:00
78,2015-07-30 00:00:00
206,2015-07-31 00:00:00
332,2015-08-01 00:00:00
120,2015-08-02 00:00:00
165,2015-08-03 00:00:00
86,2015-08-04 00:00:00
118,2015-08-05 00:00:00
63,2015-08-06 00:00:00
101,2015-08-07 00:00:00
29,2015-08-08 00:00:00
63,2015-08-09 00:00:00
65,2015-08-10 00:00:00
64,2015-08-11 00:00:00
77,2015-08-12 00:00:00
74,2015-08-13 00:00:00
56,2015-08-14 00:00:00
53,2015-08-15 00:00:00
35,2015-08-16 00:00:00
89,2015-08-17 00:00:00
105,2015-08-18 00:00:00
93,2015-08-19 00:00:00
113,2015-08-20 00:00:00
136,2015-08-21 00:00:00
39,2015-08-22 00:00:00
90,2015-08-23 00:00:00
106,2015-08-24 00:00:00
63,2015-08-25 00:00:00
74,2015-08-26 00:00:00
96,2015-08-27 00:00:00
215,2015-08-28 00:00:00
56,2015-08-29 00:00:00
42,2015-08-30 00:00:00
237,2015-08-31 00:00:00
149,2015-09-01 00:00:00
84,2015-09-02 00:00:00
81,2015-09-03 00:00:00
50,2015-09-04 00:00:00
29,2015-09-05 00:00:00
21,2015-09-06 00:00:00
66,2015-09-07 00:00:00
64,2015-09-08 00:00:00
96,2015-09-09 00:00:00
90,2015-09-10 00:00:00
173,2015-09-11 00:00:00
60,2015-09-12 00:00:00
31,2015-09-13 00:00:00
89,2015-09-14 00:00:00
104,2015-09-15 00:00:00
158,2015-09-16 00:00:00
158,2015-09-17 00:00:00
171,2015-09-18 00:00:00
52,2015-09-19 00:00:00
56,2015-09-20 00:00:00
204,2015-09-21 00:00:00
210,2015-09-22 00:00:00
78,2015-09-23 00:00:00
74,2015-09-24 00:00:00
95,2015-09-25 00:00:00
26,2015-09-26 00:00:00
32,2015-09-27 00:00:00
61,2015-09-28 00:00:00
54,2015-09-29 00:00:00
103,2015-09-30 00:00:00
60,2015-10-01 00:00:00
36,2015-10-02 00:00:00
31,2015-10-03 00:00:00
47,2015-10-04 00:00:00
148,2015-10-05 00:00:00
97,2015-10-06 00:00:00
80,2015-10-07 00:00:00
83,2015-10-08 00:00:00
63,2015-10-09 00:00:00
30,2015-10-10 00:00:00
28,2015-10-11 00:00:00
56,2015-10-12 00:00:00
65,2015-10-13 00:00:00
115,2015-10-14 00:00:00
77,2015-10-15 00:00:00
64,2015-10-16 00:00:00
23,2015-10-17 00:00:00
31,2015-10-18 00:00:00
68,2015-10-19 00:00:00
130,2015-10-20 00:00:00
85,2015-10-21 00:00:00
353,2015-10-22 00:00:00
116,2015-10-23 00:00:00
36,2015-10-24 00:00:00
46,2015-10-25 00:00:00
101,2015-10-26 00:00:00
100,2015-10-27 00:00:00
178,2015-10-28 00:00:00
103,2015-10-29 00:00:00
96,2015-10-30 00:00:00
46,2015-10-31 00:00:00
39,2015-11-01 00:00:00
94,2015-11-02 00:00:00
154,2015-11-03 00:00:00
184,2015-11-04 00:00:00
200,2015-11-05 00:00:00
105,2015-11-06 00:00:00
57,2015-11-07 00:00:00
45,2015-11-08 00:00:00
195,2015-11-09 00:00:00
243,2015-11-10 00:00:00
189,2015-11-11 00:00:00
157,2015-11-12 00:00:00
163,2015-11-13 00:00:00
42,2015-11-14 00:00:00
68,2015-11-15 00:00:00
94,2015-11-16 00:00:00
105,2015-11-17 00:00:00
114,2015-11-18 00:00:00
187,2015-11-19 00:00:00
171,2015-11-20 00:00:00
61,2015-11-21 00:00:00
62,2015-11-22 00:00:00
114,2015-11-23 00:00:00
110,2015-11-24 00:00:00
82,2015-11-25 00:00:00
114,2015-11-26 00:00:00
69,2015-11-27 00:00:00
37,2015-11-28 00:00:00
75,2015-11-29 00:00:00
125,2015-11-30 00:00:00
121,2015-12-01 00:00:00
112,2015-12-02 00:00:00
105,2015-12-03 00:00:00
80,2015-12-04 00:00:00
43,2015-12-05 00:00:00
53,2015-12-06 00:00:00
133,2015-12-07 00:00:00
266,2015-12-08 00:00:00
889,2015-12-09 00:00:00
238,2015-12-10 00:00:00
123,2015-12-11 00:00:00
66,2015-12-12 00:00:00
48,2015-12-13 00:00:00
116,2015-12-14 00:00:00
186,2015-12-15 00:00:00
115,2015-12-16 00:00:00
159,2015-12-17 00:00:00
93,2015-12-18 00:00:00
76,2015-12-19 00:00:00
50,2015-12-20 00:00:00
93,2015-12-21 00:00:00
84,2015-12-22 00:00:00
84,2015-12-23 00:00:00
57,2015-12-24 00:00:00
40,2015-12-25 00:00:00
37,2015-12-26 00:00:00
57,2015-12-27 00:00:00
125,2015-12-28 00:00:00
92,2015-12-29 00:00:00
84,2015-12-30 00:00:00
59,2015-12-31 00:00:00
35,2016-01-01 00:00:00
52,2016-01-02 00:00:00
51,2016-01-03 00:00:00
101,2016-01-04 00:00:00
67,2016-01-05 00:00:00
129,2016-01-06 00:00:00
80,2016-01-07 00:00:00
69,2016-01-08 00:00:00
32,2016-01-09 00:00:00
57,2016-01-10 00:00:00
81,2016-01-11 00:00:00
101,2016-01-12 00:00:00
134,2016-01-13 00:00:00
148,2016-01-14 00:00:00
213,2016-01-15 00:00:00
64,2016-01-16 00:00:00
60,2016-01-17 00:00:00
143,2016-01-18 00:00:00
150,2016-01-19 00:00:00
232,2016-01-20 00:00:00
166,2016-01-21 00:00:00
115,2016-01-22 00:00:00
71,2016-01-23 00:00:00
66,2016-01-24 00:00:00
99,2016-01-25 00:00:00
108,2016-01-26 00:00:00
90,2016-01-27 00:00:00
110,2016-01-28 00:00:00
80,2016-01-29 00:00:00
39,2016-01-30 00:00:00
53,2016-01-31 00:00:00
105,2016-02-01 00:00:00
181,2016-02-02 00:00:00
115,2016-02-03 00:00:00
89,2016-02-04 00:00:00
75,2016-02-05 00:00:00
54,2016-02-06 00:00:00
53,2016-02-07 00:00:00
90,2016-02-08 00:00:00
103,2016-02-09 00:00:00
133,2016-02-10 00:00:00
158,2016-02-11 00:00:00
96,2016-02-12 00:00:00
47,2016-02-13 00:00:00
49,2016-02-14 00:00:00
159,2016-02-15 00:00:00
223,2016-02-16 00:00:00
162,2016-02-17 00:00:00
229,2016-02-18 00:00:00
114,2016-02-19 00:00:00
56,2016-02-20 00:00:00
60,2016-02-21 00:00:00
114,2016-02-22 00:00:00
76,2016-02-23 00:00:00
119,2016-02-24 00:00:00
120,2016-02-25 00:00:00
81,2016-02-26 00:00:00
48,2016-02-27 00:00:00
55,2016-02-28 00:00:00
155,2016-02-29 00:00:00
99,2016-03-01 00:00:00
118,2016-03-02 00:00:00
176,2016-03-03 00:00:00
137,2016-03-04 00:00:00
44,2016-03-05 00:00:00
96,2016-03-06 00:00:00
331,2016-03-07 00:00:00
159,2016-03-08 00:00:00
112,2016-03-09 00:00:00
106,2016-03-10 00:00:00
103,2016-03-11 00:00:00
44,2016-03-12 00:00:00
83,2016-03-13 00:00:00
206,2016-03-14 00:00:00
202,2016-03-15 00:00:00
152,2016-03-16 00:00:00
107,2016-03-17 00:00:00
72,2016-03-18 00:00:00
38,2016-03-19 00:00:00
66,2016-03-20 00:00:00
166,2016-03-21 00:00:00
108,2016-03-22 00:00:00
91,2016-03-23 00:00:00
75,2016-03-24 00:00:00
86,2016-03-25 00:00:00
36,2016-03-26 00:00:00
49,2016-03-27 00:00:00
121,2016-03-28 00:00:00
191,2016-03-29 00:00:00
121,2016-03-30 00:00:00
116,2016-03-31 00:00:00
129,2016-04-01 00:00:00
41,2016-04-02 00:00:00
48,2016-04-03 00:00:00
130,2016-04-04 00:00:00
190,2016-04-05 00:00:00
169,2016-04-06 00:00:00
112,2016-04-07 00:00:00
111,2016-04-08 00:00:00
34,2016-04-09 00:00:00
36,2016-04-10 00:00:00
200,2016-04-11 00:00:00
160,2016-04-12 00:00:00
135,2016-04-13 00:00:00
88,2016-04-14 00:00:00
113,2016-04-15 00:00:00
47,2016-04-16 00:00:00
33,2016-04-17 00:00:00
82,2016-04-18 00:00:00
94,2016-04-19 00:00:00
109,2016-04-20 00:00:00
116,2016-04-21 00:00:00
95,2016-04-22 00:00:00
58,2016-04-23 00:00:00
49,2016-04-24 00:00:00
152,2016-04-25 00:00:00
171,2016-04-26 00:00:00
133,2016-04-27 00:00:00
159,2016-04-28 00:00:00
114,2016-04-29 00:00:00
36,2016-04-30 00:00:00
47,2016-05-01 00:00:00
1877,2016-05-02 00:00:00
442,2016-05-03 00:00:00
233,2016-05-04 00:00:00
543,2016-05-05 00:00:00
249,2016-05-06 00:00:00
113,2016-05-07 00:00:00
81,2016-05-08 00:00:00
151,2016-05-09 00:00:00
188,2016-05-10 00:00:00
174,2016-05-11 00:00:00
94,2016-05-12 00:00:00
103,2016-05-13 00:00:00
54,2016-05-14 00:00:00
83,2016-05-15 00:00:00
106,2016-05-16 00:00:00
100,2016-05-17 00:00:00
245,2016-05-18 00:00:00
160,2016-05-19 00:00:00
112,2016-05-20 00:00:00
50,2016-05-21 00:00:00
71,2016-05-22 00:00:00
244,2016-05-23 00:00:00
99,2016-05-24 00:00:00
172,2016-05-25 00:00:00
132,2016-05-26 00:00:00
155,2016-05-27 00:00:00
44,2016-05-28 00:00:00
58,2016-05-29 00:00:00
221,2016-05-30 00:00:00
270,2016-05-31 00:00:00
180,2016-06-01 00:00:00
116,2016-06-02 00:00:00
102,2016-06-03 00:00:00
60,2016-06-04 00:00:00
51,2016-06-05 00:00:00
185,2016-06-06 00:00:00
116,2016-06-07 00:00:00
129,2016-06-08 00:00:00
153,2016-06-09 00:00:00
140,2016-06-10 00:00:00
41,2016-06-11 00:00:00
49,2016-06-12 00:00:00
158,2016-06-13 00:00:00
164,2016-06-14 00:00:00
164,2016-06-15 00:00:00
136,2016-06-16 00:00:00
196,2016-06-17 00:00:00
121,2016-06-18 00:00:00
51,2016-06-19 00:00:00
172,2016-06-20 00:00:00
189,2016-06-21 00:00:00
136,2016-06-22 00:00:00
151,2016-06-23 00:00:00
183,2016-06-24 00:00:00
46,2016-06-25 00:00:00
46,2016-06-26 00:00:00
122,2016-06-27 00:00:00
156,2016-06-28 00:00:00
136,2016-06-29 00:00:00
121,2016-06-30 00:00:00
123,2016-07-01 00:00:00
55,2016-07-02 00:00:00
51,2016-07-03 00:00:00
90,2016-07-04 00:00:00
150,2016-07-05 00:00:00
159,2016-07-06 00:00:00
202,2016-07-07 00:00:00
149,2016-07-08 00:00:00
127,2016-07-09 00:00:00
114,2016-07-10 00:00:00
179,2016-07-11 00:00:00
171,2016-07-12 00:00:00
123,2016-07-13 00:00:00
113,2016-07-14 00:00:00
175,2016-07-15 00:00:00
40,2016-07-16 00:00:00
56,2016-07-17 00:00:00
89,2016-07-18 00:00:00
147,2016-07-19 00:00:00
132,2016-07-20 00:00:00
228,2016-07-21 00:00:00
109,2016-07-22 00:00:00
31,2016-07-23 00:00:00
49,2016-07-24 00:00:00
218,2016-07-25 00:00:00
201,2016-07-26 00:00:00
151,2016-07-27 00:00:00
115,2016-07-28 00:00:00
96,2016-07-29 00:00:00
49,2016-07-30 00:00:00
89,2016-07-31 00:00:00
99,2016-08-01 00:00:00
189,2016-08-02 00:00:00
744,2016-08-03 00:00:00
224,2016-08-04 00:00:00
195,2016-08-05 00:00:00
60,2016-08-06 00:00:00
66,2016-08-07 00:00:00
231,2016-08-08 00:00:00
152,2016-08-09 00:00:00
145,2016-08-10 00:00:00
163,2016-08-11 00:00:00
195,2016-08-12 00:00:00
77,2016-08-13 00:00:00
68,2016-08-14 00:00:00
270,2016-08-15 00:00:00
330,2016-08-16 00:00:00
228,2016-08-17 00:00:00
121,2016-08-18 00:00:00
129,2016-08-19 00:00:00
49,2016-08-20 00:00:00
45,2016-08-21 00:00:00
89,2016-08-22 00:00:00
153,2016-08-23 00:00:00
258,2016-08-24 00:00:00
162,2016-08-25 00:00:00
113,2016-08-26 00:00:00
49,2016-08-27 00:00:00
38,2016-08-28 00:00:00
144,2016-08-29 00:00:00
103,2016-08-30 00:00:00
119,2016-08-31 00:00:00
164,2016-09-01 00:00:00
115,2016-09-02 00:00:00
39,2016-09-03 00:00:00
46,2016-09-04 00:00:00
98,2016-09-05 00:00:00
175,2016-09-06 00:00:00
119,2016-09-07 00:00:00
114,2016-09-08 00:00:00
101,2016-09-09 00:00:00
57,2016-09-10 00:00:00
58,2016-09-11 00:00:00
122,2016-09-12 00:00:00
132,2016-09-13 00:00:00
137,2016-09-14 00:00:00
166,2016-09-15 00:00:00
99,2016-09-16 00:00:00
81,2016-09-17 00:00:00
56,2016-09-18 00:00:00
165,2016-09-19 00:00:00
169,2016-09-20 00:00:00
183,2016-09-21 00:00:00
191,2016-09-22 00:00:00
105,2016-09-23 00:00:00
25,2016-09-24 00:00:00
45,2016-09-25 00:00:00
172,2016-09-26 00:00:00
135,2016-09-27 00:00:00
230,2016-09-28 00:00:00
144,2016-09-29 00:00:00
105,2016-09-30 00:00:00
47,2016-10-01 00:00:00
64,2016-10-02 00:00:00
174,2016-10-03 00:00:00
228,2016-10-04 00:00:00
121,2016-10-05 00:00:00
110,2016-10-06 00:00:00
105,2016-10-07 00:00:00
46,2016-10-08 00:00:00
48,2016-10-09 00:00:00
92,2016-10-10 00:00:00
129,2016-10-11 00:00:00
128,2016-10-12 00:00:00
139,2016-10-13 00:00:00
88,2016-10-14 00:00:00
79,2016-10-15 00:00:00
35,2016-10-16 00:00:00
102,2016-10-17 00:00:00
146,2016-10-18 00:00:00
319,2016-10-19 00:00:00
154,2016-10-20 00:00:00
110,2016-10-21 00:00:00
108,2016-10-22 00:00:00
72,2016-10-23 00:00:00
171,2016-10-24 00:00:00
129,2016-10-25 00:00:00
131,2016-10-26 00:00:00
120,2016-10-27 00:00:00
239,2016-10-28 00:00:00
135,2016-10-29 00:00:00
61,2016-10-30 00:00:00
179,2016-10-31 00:00:00
140,2016-11-01 00:00:00
137,2016-11-02 00:00:00
89,2016-11-03 00:00:00
451,2016-11-04 00:00:00
48,2016-11-05 00:00:00
42,2016-11-06 00:00:00
106,2016-11-07 00:00:00
113,2016-11-08 00:00:00
157,2016-11-09 00:00:00
133,2016-11-10 00:00:00
92,2016-11-11 00:00:00
46,2016-11-12 00:00:00
64,2016-11-13 00:00:00
104,2016-11-14 00:00:00
187,2016-11-15 00:00:00
164,2016-11-16 00:00:00
95,2016-11-17 00:00:00
117,2016-11-18 00:00:00
59,2016-11-19 00:00:00
60,2016-11-20 00:00:00
181,2016-11-21 00:00:00
136,2016-11-22 00:00:00
113,2016-11-23 00:00:00
100,2016-11-24 00:00:00
109,2016-11-25 00:00:00
40,2016-11-26 00:00:00
122,2016-11-27 00:00:00
406,2016-11-28 00:00:00
230,2016-11-29 00:00:00
233,2016-11-30 00:00:00
168,2016-12-01 00:00:00
105,2016-12-02 00:00:00
78,2016-12-03 00:00:00
55,2016-12-04 00:00:00
153,2016-12-05 00:00:00
117,2016-12-06 00:00:00
224,2016-12-07 00:00:00
172,2016-12-08 00:00:00
163,2016-12-09 00:00:00
65,2016-12-10 00:00:00
71,2016-12-11 00:00:00
221,2016-12-12 00:00:00
219,2016-12-13 00:00:00
171,2016-12-14 00:00:00
193,2016-12-15 00:00:00
141,2016-12-16 00:00:00
70,2016-12-17 00:00:00
66,2016-12-18 00:00:00
195,2016-12-19 00:00:00
148,2016-12-20 00:00:00
253,2016-12-21 00:00:00
198,2016-12-22 00:00:00
164,2016-12-23 00:00:00
53,2016-12-24 00:00:00
51,2016-12-25 00:00:00
68,2016-12-26 00:00:00
106,2016-12-27 00:00:00
183,2016-12-28 00:00:00
178,2016-12-29 00:00:00
142,2016-12-30 00:00:00
69,2016-12-31 00:00:00
71,2017-01-01 00:00:00
445,2017-01-02 00:00:00
337,2017-01-03 00:00:00
268,2017-01-04 00:00:00
561,2017-01-05 00:00:00
353,2017-01-06 00:00:00
74,2017-01-07 00:00:00
82,2017-01-08 00:00:00
352,2017-01-09 00:00:00
274,2017-01-10 00:00:00
336,2017-01-11 00:00:00
250,2017-01-12 00:00:00
226,2017-01-13 00:00:00
85,2017-01-14 00:00:00
124,2017-01-15 00:00:00
152,2017-01-16 00:00:00
282,2017-01-17 00:00:00
273,2017-01-18 00:00:00
185,2017-01-19 00:00:00
162,2017-01-20 00:00:00
43,2017-01-21 00:00:00
81,2017-01-22 00:00:00
233,2017-01-23 00:00:00
184,2017-01-24 00:00:00
220,2017-01-25 00:00:00
215,2017-01-26 00:00:00
201,2017-01-27 00:00:00
51,2017-01-28 00:00:00
90,2017-01-29 00:00:00
212,2017-01-30 00:00:00
186,2017-01-31 00:00:00
191,2017-02-01 00:00:00
219,2017-02-02 00:00:00
137,2017-02-03 00:00:00
83,2017-02-04 00:00:00
64,2017-02-05 00:00:00
192,2017-02-06 00:00:00
316,2017-02-07 00:00:00
255,2017-02-08 00:00:00
285,2017-02-09 00:00:00
206,2017-02-10 00:00:00
57,2017-02-11 00:00:00
80,2017-02-12 00:00:00
236,2017-02-13 00:00:00
147,2017-02-14 00:00:00
222,2017-02-15 00:00:00
97,2017-02-16 00:00:00
161,2017-02-17 00:00:00
56,2017-02-18 00:00:00
48,2017-02-19 00:00:00
126,2017-02-20 00:00:00
189,2017-02-21 00:00:00
248,2017-02-22 00:00:00
276,2017-02-23 00:00:00
388,2017-02-24 00:00:00
75,2017-02-25 00:00:00
64,2017-02-26 00:00:00
183,2017-02-27 00:00:00
168,2017-02-28 00:00:00
343,2017-03-01 00:00:00
280,2017-03-02 00:00:00
488,2017-03-03 00:00:00
130,2017-03-04 00:00:00
101,2017-03-05 00:00:00
290,2017-03-06 00:00:00
227,2017-03-07 00:00:00
200,2017-03-08 00:00:00
375,2017-03-09 00:00:00
524,2017-03-10 00:00:00
139,2017-03-11 00:00:00
57,2017-03-12 00:00:00
242,2017-03-13 00:00:00
190,2017-03-14 00:00:00
339,2017-03-15 00:00:00
180,2017-03-16 00:00:00
192,2017-03-17 00:00:00
65,2017-03-18 00:00:00
148,2017-03-19 00:00:00
256,2017-03-20 00:00:00
191,2017-03-21 00:00:00
281,2017-03-22 00:00:00
269,2017-03-23 00:00:00
229,2017-03-24 00:00:00
76,2017-03-25 00:00:00
68,2017-03-26 00:00:00
130,2017-03-27 00:00:00
219,2017-03-28 00:00:00
227,2017-03-29 00:00:00
129,2017-03-30 00:00:00
160,2017-03-31 00:00:00
63,2017-04-01 00:00:00
64,2017-04-02 00:00:00
161,2017-04-03 00:00:00
144,2017-04-04 00:00:00
196,2017-04-05 00:00:00
165,2017-04-06 00:00:00
119,2017-04-07 00:00:00
72,2017-04-08 00:00:00
81,2017-04-09 00:00:00
186,2017-04-10 00:00:00
202,2017-04-11 00:00:00
218,2017-04-12 00:00:00
179,2017-04-13 00:00:00
124,2017-04-14 00:00:00
112,2017-04-15 00:00:00
91,2017-04-16 00:00:00
120,2017-04-17 00:00:00
104,2017-04-18 00:00:00
97,2017-04-19 00:00:00
151,2017-04-20 00:00:00
177,2017-04-21 00:00:00
66,2017-04-22 00:00:00
71,2017-04-23 00:00:00
253,2017-04-24 00:00:00
225,2017-04-25 00:00:00
223,2017-04-26 00:00:00
218,2017-04-27 00:00:00
151,2017-04-28 00:00:00
71,2017-04-29 00:00:00
96,2017-04-30 00:00:00
177,2017-05-01 00:00:00
458,2017-05-02 00:00:00
247,2017-05-03 00:00:00
211,2017-05-04 00:00:00
269,2017-05-05 00:00:00
147,2017-05-06 00:00:00
113,2017-05-07 00:00:00
166,2017-05-08 00:00:00
391,2017-05-09 00:00:00
172,2017-05-10 00:00:00
224,2017-05-11 00:00:00
2174,2017-05-12 00:00:00
2149,2017-05-13 00:00:00
1618,2017-05-14 00:00:00
3355,2017-05-15 00:00:00
2137,2017-05-16 00:00:00
1019,2017-05-17 00:00:00
525,2017-05-18 00:00:00
566,2017-05-19 00:00:00
245,2017-05-20 00:00:00
295,2017-05-21 00:00:00
939,2017-05-22 00:00:00
623,2017-05-23 00:00:00
560,2017-05-24 00:00:00
665,2017-05-25 00:00:00
518,2017-05-26 00:00:00
235,2017-05-27 00:00:00
174,2017-05-28 00:00:00
313,2017-05-29 00:00:00
324,2017-05-30 00:00:00
520,2017-05-31 00:00:00
350,2017-06-01 00:00:00
353,2017-06-02 00:00:00
98,2017-06-03 00:00:00
142,2017-06-04 00:00:00
328,2017-06-05 00:00:00
499,2017-06-06 00:00:00
267,2017-06-07 00:00:00
262,2017-06-08 00:00:00
227,2017-06-09 00:00:00
124,2017-06-10 00:00:00
131,2017-06-11 00:00:00
395,2017-06-12 00:00:00
354,2017-06-13 00:00:00
349,2017-06-14 00:00:00
446,2017-06-15 00:00:00
302,2017-06-16 00:00:00
119,2017-06-17 00:00:00
115,2017-06-18 00:00:00
326,2017-06-19 00:00:00
305,2017-06-20 00:00:00
323,2017-06-21 00:00:00
425,2017-06-22 00:00:00
289,2017-06-23 00:00:00
61,2017-06-24 00:00:00
146,2017-06-25 00:00:00
325,2017-06-26 00:00:00
1585,2017-06-27 00:00:00
1524,2017-06-28 00:00:00
551,2017-06-29 00:00:00
382,2017-06-30 00:00:00
179,2017-07-01 00:00:00
121,2017-07-02 00:00:00
267,2017-07-03 00:00:00
260,2017-07-04 00:00:00
508,2017-07-05 00:00:00
311,2017-07-06 00:00:00
371,2017-07-07 00:00:00
127,2017-07-08 00:00:00
167,2017-07-09 00:00:00
461,2017-07-10 00:00:00
709,2017-07-11 00:00:00
517,2017-07-12 00:00:00
344,2017-07-13 00:00:00
324,2017-07-14 00:00:00
242,2017-07-15 00:00:00
230,2017-07-16 00:00:00
352,2017-07-17 00:00:00
328,2017-07-18 00:00:00
330,2017-07-19 00:00:00
653,2017-07-20 00:00:00
485,2017-07-21 00:00:00
136,2017-07-22 00:00:00
184,2017-07-23 00:00:00
538,2017-07-24 00:00:00
404,2017-07-25 00:00:00
673,2017-07-26 00:00:00
631,2017-07-27 00:00:00
458,2017-07-28 00:00:00
130,2017-07-29 00:00:00
160,2017-07-30 00:00:00
699,2017-07-31 00:00:00
895,2017-08-01 00:00:00
776,2017-08-02 00:00:00
639,2017-08-03 00:00:00
426,2017-08-04 00:00:00
293,2017-08-05 00:00:00
221,2017-08-06 00:00:00
862,2017-08-07 00:00:00
939,2017-08-08 00:00:00
531,2017-08-09 00:00:00
618,2017-08-10 00:00:00
647,2017-08-11 00:00:00
312,2017-08-12 00:00:00
492,2017-08-13 00:00:00
803,2017-08-14 00:00:00
599,2017-08-15 00:00:00
576,2017-08-16 00:00:00
551,2017-08-17 00:00:00
409,2017-08-18 00:00:00
197,2017-08-19 00:00:00
183,2017-08-20 00:00:00
417,2017-08-21 00:00:00
536,2017-08-22 00:00:00
376,2017-08-23 00:00:00
503,2017-08-24 00:00:00
439,2017-08-25 00:00:00
208,2017-08-26 00:00:00
161,2017-08-27 00:00:00
450,2017-08-28 00:00:00
510,2017-08-29 00:00:00
408,2017-08-30 00:00:00
507,2017-08-31 00:00:00
447,2017-09-01 00:00:00
255,2017-09-02 00:00:00
218,2017-09-03 00:00:00
815,2017-09-04 00:00:00
777,2017-09-05 00:00:00
557,2017-09-06 00:00:00
513,2017-09-07 00:00:00
502,2017-09-08 00:00:00
171,2017-09-09 00:00:00
226,2017-09-10 00:00:00
614,2017-09-11 00:00:00
754,2017-09-12 00:00:00
1170,2017-09-13 00:00:00
1150,2017-09-14 00:00:00
1301,2017-09-15 00:00:00
304,2017-09-16 00:00:00
324,2017-09-17 00:00:00
848,2017-09-18 00:00:00
896,2017-09-19 00:00:00
510,2017-09-20 00:00:00
528,2017-09-21 00:00:00
589,2017-09-22 00:00:00
321,2017-09-23 00:00:00
205,2017-09-24 00:00:00
493,2017-09-25 00:00:00
572,2017-09-26 00:00:00
599,2017-09-27 00:00:00
638,2017-09-28 00:00:00
806,2017-09-29 00:00:00
222,2017-09-30 00:00:00
232,2017-10-01 00:00:00
673,2017-10-02 00:00:00
697,2017-10-03 00:00:00
595,2017-10-04 00:00:00
481,2017-10-05 00:00:00
451,2017-10-06 00:00:00
204,2017-10-07 00:00:00
190,2017-10-08 00:00:00
479,2017-10-09 00:00:00
621,2017-10-10 00:00:00
610,2017-10-11 00:00:00
1119,2017-10-12 00:00:00
965,2017-10-13 00:00:00
220,2017-10-14 00:00:00
294,2017-10-15 00:00:00
658,2017-10-16 00:00:00
650,2017-10-17 00:00:00
699,2017-10-18 00:00:00
637,2017-10-19 00:00:00
637,2017-10-20 00:00:00
289,2017-10-21 00:00:00
275,2017-10-22 00:00:00
767,2017-10-23 00:00:00
773,2017-10-24 00:00:00
787,2017-10-25 00:00:00
523,2017-10-26 00:00:00
482,2017-10-27 00:00:00
174,2017-10-28 00:00:00
254,2017-10-29 00:00:00
768,2017-10-30 00:00:00
875,2017-10-31 00:00:00
999,2017-11-01 00:00:00
1068,2017-11-02 00:00:00
873,2017-11-03 00:00:00
392,2017-11-04 00:00:00
368,2017-11-05 00:00:00
729,2017-11-06 00:00:00
716,2017-11-07 00:00:00
1021,2017-11-08 00:00:00
789,2017-11-09 00:00:00
872,2017-11-10 00:00:00
334,2017-11-11 00:00:00
389,2017-11-12 00:00:00
1293,2017-11-13 00:00:00
732,2017-11-14 00:00:00
1012,2017-11-15 00:00:00
966,2017-11-16 00:00:00
846,2017-11-17 00:00:00
260,2017-11-18 00:00:00
319,2017-11-19 00:00:00
1013,2017-11-20 00:00:00
1284,2017-11-21 00:00:00
895,2017-11-22 00:00:00
643,2017-11-23 00:00:00
625,2017-11-24 00:00:00
311,2017-11-25 00:00:00
630,2017-11-26 00:00:00
2103,2017-11-27 00:00:00
2297,2017-11-28 00:00:00
3529,2017-11-29 00:00:00
2347,2017-11-30 00:00:00
2118,2017-12-01 00:00:00
627,2017-12-02 00:00:00
1066,2017-12-03 00:00:00
2649,2017-12-04 00:00:00
1969,2017-12-05 00:00:00
3097,2017-12-06 00:00:00
7011,2017-12-07 00:00:00
3962,2017-12-08 00:00:00
1117,2017-12-09 00:00:00
3246,2017-12-10 00:00:00
6600,2017-12-11 00:00:00
3738,2017-12-12 00:00:00
5600,2017-12-13 00:00:00
3526,2017-12-14 00:00:00
3879,2017-12-15 00:00:00
1346,2017-12-16 00:00:00
1767,2017-12-17 00:00:00
4135,2017-12-18 00:00:00
4747,2017-12-19 00:00:00
4177,2017-12-20 00:00:00
3289,2017-12-21 00:00:00
5990,2017-12-22 00:00:00
1525,2017-12-23 00:00:00
1093,2017-12-24 00:00:00
1217,2017-12-25 00:00:00
2719,2017-12-26 00:00:00
2486,2017-12-27 00:00:00
3052,2017-12-28 00:00:00
2914,2017-12-29 00:00:00
1061,2017-12-30 00:00:00
972,2017-12-31 00:00:00
1026,2018-01-01 00:00:00
2527,2018-01-02 00:00:00
2777,2018-01-03 00:00:00
2240,2018-01-04 00:00:00
1768,2018-01-05 00:00:00
695,2018-01-06 00:00:00
744,2018-01-07 00:00:00
2295,2018-01-08 00:00:00
2415,2018-01-09 00:00:00
3134,2018-01-10 00:00:00
3939,2018-01-11 00:00:00
2584,2018-01-12 00:00:00
871,2018-01-13 00:00:00
839,2018-01-14 00:00:00
1992,2018-01-15 00:00:00
4293,2018-01-16 00:00:00
5221,2018-01-17 00:00:00
3059,2018-01-18 00:00:00
2164,2018-01-19 00:00:00
823,2018-01-20 00:00:00
881,2018-01-21 00:00:00
2270,2018-01-22 00:00:00
2607,2018-01-23 00:00:00
2179,2018-01-24 00:00:00
2832,2018-01-25 00:00:00
2667,2018-01-26 00:00:00
1032,2018-01-27 00:00:00
1081,2018-01-28 00:00:00
2651,2018-01-29 00:00:00
2978,2018-01-30 00:00:00
2791,2018-01-31 00:00:00
2980,2018-02-01 00:00:00
3955,2018-02-02 00:00:00
782,2018-02-03 00:00:00
